id,value
frbr - datas
frbr - datas.199?.1995,1
frbr - datas.199?.1996,1
frbr - datas.199?.1997,1
frbr - datas.199?.1998,1
frbr - datas.199?.1999,1
frbr - datas.década de 2000.2002,1
frbr - datas.década de 2000.2003,1
frbr - datas.década de 2000.2009,1
frbr - datas.década de 2000.2005,1
frbr - datas.199?,1
frbr - datas.década de 2000,1
