id,value
fruta cítrica
fruta cítrica.fruta,1
estádio de futebol.futebol,1
naufrágio.titanic,1
transtornos de ansiedade.fobia,1
campo de futebol.arbitro de futebol amador,1
campo de futebol.jogadores,1
